GSM1539409,GSM1539410,GSM1539411,GSM1539412,GSM1539413,GSM1539414,GSM1539415,GSM1539416,GSM1539417,GSM1539418,GSM1539419,GSM1539420,GSM1539421,GSM1539422,GSM1539423,GSM1539424,GSM1539425,GSM1539426,GSM1539427,GSM1539428,GSM1539429,GSM1539430,GSM1539431,GSM1539432,GSM1539433,GSM1539434,GSM1539435,GSM1539436,GSM1539437,GSM1539438,GSM1539439,GSM1539440,GSM1539441,GSM1539442,GSM1539443,GSM1539444,GSM1539445,GSM1539446,GSM1539447,GSM1539448,GSM1539449,GSM1539450,GSM1539451,GSM1539452,GSM1539453,GSM1539454,GSM1539455,GSM1539456,GSM1539457,GSM1539458,GSM1539459,GSM1539460,GSM1539461,GSM1539462,GSM1539463,GSM1539464,GSM1539465,GSM1539466,GSM1539467,GSM1539468,GSM1539469,GSM1539470,GSM1539471,GSM1539472,GSM1539473,GSM1539474,GSM1539475,GSM1539476,GSM1539477,GSM1539478,GSM1539479,GSM1539480,GSM1539481,GSM1539482,GSM1539483,GSM1539484,GSM1539485,GSM1539486,GSM1539487,GSM1539488,GSM1539489,GSM1539490,GSM1539491,GSM1539492,GSM1539493,GSM1539494,GSM1539495,GSM1539496,GSM1539497,GSM1539498,GSM1539499,GSM1539500,GSM1539501,GSM1539502,GSM1539503,GSM1539504,GSM1539505,GSM1539506,GSM1539507,GSM1539508,GSM1539509,GSM1539510,GSM1539511,GSM1539512,GSM1539513,GSM1539514,GSM1539515,GSM1539516,GSM1539517,GSM1539518,GSM1539519,GSM1539520,GSM1539521,GSM1539522,GSM1539523,GSM1539524,GSM1539525,GSM1539526,GSM1539527,GSM1539528,GSM1539529,GSM1539530,GSM1539531,GSM1539532,GSM1539533,GSM1539534,GSM1539535,GSM1539536,GSM1539537,GSM1539538,GSM1539539,GSM1539540,GSM1539541,GSM1539542,GSM1539543,GSM1539544,GSM1539545,GSM1539546,GSM1539547,GSM1539548,GSM1539549,GSM1539550,GSM1539551,GSM1539552,GSM1539553,GSM1539554,GSM1539555,GSM1539556,GSM1539557,GSM1539558,GSM1539559,GSM1539560,GSM1539561,GSM1539562,GSM1539563,GSM1539564,GSM1539565,GSM1539566,GSM1539567,GSM1539568,GSM1539569,GSM1539570,GSM1539571,GSM1539572,GSM1539573,GSM1539574,GSM1539575,GSM1539576,GSM1539577,GSM1539578,GSM1539579,GSM1539580,GSM1539581,GSM1539582,GSM1539583,GSM1539584,GSM1539585,GSM1539586,GSM1539587,GSM1539588,GSM1539589,GSM1539590,GSM1539591,GSM1539592,GSM1539593,GSM1539594,GSM1539595,GSM1539596,GSM1539597,GSM1539598,GSM1539599,GSM1539600
7.163052365,6.914900029,7.051170836,6.8235379,6.650055471,7.074736088,7.205764903,7.048402974,6.858520665,7.069243076,7.093223017,6.86587196,6.793431361,7.112280142,7.100640285,6.944025567,6.905453403,7.283284464,7.005402425,6.802078093,7.13460079,7.029560799,6.87387089,6.985530662,6.888435975,6.934963965,6.970581421,7.033210261,7.134185081,7.025198052,7.253734824,7.101319396,7.12169023,7.162924069,6.863628745,7.259786618,7.030058577,7.178233562,7.095642902,7.108876519,7.083627621,7.543417187,7.504648768,6.744564559,7.1412037,6.992611087,6.885922931,7.021101098,7.267250155,7.160085314,7.058285474,7.01037754,7.509667385,6.910824332,7.03312167,6.994066421,7.45276515,7.236678499,7.306035462,7.353993972,7.12285868,6.9070679,7.337458576,7.072654998,6.945901735,6.95167743,6.66658442,6.994901066,7.113996595,6.729630262,6.890000563,7.157257176,7.251176158,7.586741231,6.747507801,6.835741312,7.030395256,7.249293596,7.367090841,6.864788115,6.887508254,7.282309467,6.872622116,6.92852047,6.902341173,7.284046981,7.517459391,7.076483202,7.153747812,7.02804652,7.00052918,7.280073646,7.242198016,7.690881645,6.82018095,7.124333182,7.463740175,7.031397012,7.533393333,7.508078079,6.944514758,6.982661516,6.948814488,7.434675208,6.943615707,6.864852187,6.772035889,7.006748236,7.06760024,6.785072827,6.762203375,7.188168949,7.199561286,7.064765833,6.90112905,6.920247189,6.82778709,6.881046921,7.260010492,6.820927091,7.019608308,6.688568427,6.871692727,7.215202444,7.143564345,7.101383931,7.130038602,7.026131316,7.00761956,7.262950403,7.003004589,6.9420669,6.605192436,7.183435588,6.856300608,7.417605639,7.066119659,7.008977513,7.11396806,7.039813156,7.19932923,7.079582321,6.699537882,6.963194388,6.898890045,7.169648741,7.191862811,7.271855028,6.817062248,7.070589955,6.981154991,6.982882429,7.244900103,6.876100024,6.680433665,7.212223093,6.797509338,7.050057441,6.866553214,7.144728504,7.298881073,7.01404964,7.133721479,6.691138657,7.213043851,6.648265693,7.162463684,6.781532971,7.068258752,7.223555754,6.796157507,6.590658358,7.21596369,7.215767014,7.365172597,6.746971286,7.145523822,6.833905965,7.050128554,6.982475582,6.942065537,6.692211787,7.46828951,7.071270838,6.911989573,7.016882737,7.153420705,7.090788774,7.5828948,7.190224334,6.584653202,7.324215853
7.657635289,7.622159797,8.268211371,7.648000653,8.13856421,8.202208479,8.483803133,7.858803979,8.412868654,8.833317987,7.556649599,7.83915638,7.804622176,8.631259019,8.343242224,8.25939027,7.976564116,8.839335944,7.922705903,8.110677128,8.292667794,7.775616027,8.564168808,8.192851214,7.909927409,7.82653758,8.005153968,7.84524057,8.57935932,8.415051584,8.777595235,8.218480744,8.429251785,8.480075214,8.019662355,8.098975599,8.565604179,8.357166477,8.987497956,8.13570589,8.196594823,8.846103388,8.844982334,8.559243597,8.007990787,8.186815021,7.93178606,8.176988091,8.322644595,8.5443985,8.03780318,7.983521771,8.570634188,8.297237147,8.264220237,7.763391144,8.458781885,8.628784244,8.518435668,8.459154075,8.565240445,7.754077287,8.590133044,8.580912539,8.1959002,8.265668942,7.729104516,7.862062035,8.628900384,8.214400414,7.992901283,8.349233507,8.329893169,8.787436565,8.290298512,8.188071119,8.466746646,8.517219888,8.593060484,8.231238415,8.203590733,8.495237186,8.251176143,8.347649764,8.381501856,8.826506266,8.773769275,8.254730943,8.465459993,8.610501458,8.062183043,8.66121478,8.305090351,8.870111103,8.142411064,8.055879252,8.732293052,8.013225266,8.770033948,8.994582382,8.327200303,8.059469197,7.680059579,8.910892417,8.133598246,8.35637164,7.831988313,8.749025558,8.20522861,7.930044884,7.437850775,8.195029649,7.813704264,7.8840277,7.949854777,7.879952439,8.168625651,7.953511304,8.52348319,8.03146373,8.427715609,7.977586038,7.859189556,8.978903213,8.304459863,8.613967072,8.234038963,7.702470727,7.949507353,8.468738468,7.934809794,7.736268281,7.704306187,8.600419134,8.190250848,8.96567153,7.904988105,8.045441696,8.220315073,8.051673742,8.206098249,8.221772864,7.82906499,8.336092756,8.054394427,8.35121308,9.010219842,7.943914074,8.0616018,8.541988496,8.089685412,8.494026421,8.433000795,7.688821502,7.729008434,8.016250191,7.949804724,8.415050877,8.073225271,8.876941043,8.894170528,8.423888628,8.734881954,8.201999351,8.009538636,7.438558318,8.166538132,8.169602888,8.489700962,8.43805145,7.617442769,7.770536212,8.483423975,7.98806509,8.435933118,7.992704983,8.727248827,8.158220078,8.165854656,8.274965127,7.941602137,7.918578742,8.30371192,8.236328576,7.721036377,8.104259309,9.055719846,8.483577461,8.573329816,8.536471946,7.782508483,8.603319732
6.432687662,6.555226673,6.595823701,6.545889817,6.779971972,6.931859441,6.936302337,6.855870773,6.668742029,6.660150057,6.576056233,6.486589734,6.574274084,6.855327636,6.929563375,6.637680462,6.583152005,6.837812627,6.711636272,6.507874097,6.630558242,6.576442021,6.712142066,7.205798239,6.912530422,6.681315382,6.978886939,6.767207446,6.719577385,7.145990705,6.809611084,6.9044954,6.529639201,6.937334691,6.906136115,6.789219462,7.280980223,6.833925636,7.180987196,6.785797697,6.925947145,7.486686021,7.171350142,6.329664664,6.48773986,6.671857771,6.808264841,6.766684823,6.573218396,6.849349057,6.593918443,6.577629328,7.295673241,6.67749888,6.754179511,6.429875064,7.354905386,6.63975212,7.210134463,7.17667648,7.167560326,6.816284317,7.256927101,6.721295693,6.493753393,6.646670268,6.481427589,6.796910416,6.693331181,6.845082505,6.782810222,6.683697812,6.794508096,7.287308527,7.03885747,6.846532652,6.764802894,6.669486403,7.232188255,6.765452777,6.688688244,6.77295615,6.475781091,6.88978887,6.915989912,7.009075942,6.909617849,6.756654037,7.024796397,7.044288766,6.487987497,6.804488124,6.698427358,7.202017681,6.540930486,6.677582974,7.207424809,6.839861836,7.273102522,7.204457863,6.452343155,6.74497424,6.529374087,7.06943669,6.653969564,6.962438718,6.817220538,6.803272911,6.516622848,6.59626311,6.484802471,6.658371029,6.549961086,6.650117833,6.501330528,6.782981884,6.52732031,6.791830904,6.737448532,6.593391643,7.183697735,6.586729394,6.687077482,7.178723927,6.730347741,6.901882665,6.825321209,6.531236924,6.55663193,6.759129924,6.729254033,6.705129794,6.571646342,6.733673627,6.786711603,7.066690812,6.69555327,6.793208098,6.742017376,6.725198463,6.645143094,7.088166273,6.676334848,6.727524114,6.858911851,6.633889466,6.80075546,7.18151166,6.814203657,6.803689735,6.612582614,6.823800981,7.3016197,6.815531346,6.694839728,6.897366045,6.727163581,6.568464812,6.558441498,6.870659392,6.926758405,6.656633098,6.820372904,7.093041317,6.824541131,6.82984439,6.665117067,6.740221646,6.664925981,7.055150926,6.590551508,7.107426491,7.054995555,6.780422294,6.91452104,6.82209793,7.026007252,6.336663514,6.805581598,6.820400245,6.741648592,6.545242263,7.096699111,6.726200031,6.457580994,6.876840151,6.907370614,7.023911216,7.484897687,6.743213537,6.659830156,6.81804529
7.87875437,7.781449292,8.501359207,7.982969804,8.654249109,8.329603606,8.835607166,8.313632266,8.668332706,9.097653819,7.601114585,7.985024095,8.311688604,8.905801321,8.703938703,8.45199549,8.314162712,8.788660081,7.978889145,8.425520428,8.472811912,7.821195305,8.785458377,8.448714708,8.209867436,7.964933012,8.655823499,8.277588096,8.725036136,8.413337847,8.925727978,8.627941498,8.656794367,8.820812357,8.550052034,8.292565908,8.571116253,8.46715141,9.374589455,8.772510757,8.453309691,9.057166298,9.204337267,8.466071411,8.149533235,8.25432823,8.263186317,8.279899818,8.636857568,8.566203552,8.157381888,8.11738662,9.085010399,8.434453201,8.540196851,8.060439797,9.067600287,9.140238384,9.194014343,9.01897092,9.071547667,8.249577252,9.332974423,8.957647868,8.497153764,8.702142113,7.995560977,8.120053727,9.019640186,8.326644181,8.346574991,9.075673296,8.830570166,9.122722049,8.630497011,8.246100832,8.736449558,8.827820504,9.012502375,8.476856012,8.265951212,8.468026733,8.202200243,8.542879689,8.753494938,9.191039838,9.253522747,8.380698226,8.432303735,8.793518721,8.213329683,8.617497547,8.698586381,9.537299199,8.628273224,8.209977031,9.169834485,8.351965364,9.128316712,9.52561286,8.33700586,8.320585172,8.18290431,9.119390062,8.468097083,8.984589442,8.024209808,8.922523114,8.567751478,8.201613174,7.605894298,8.353635541,8.092698009,8.205826759,8.135214032,8.180029139,8.414261544,8.249628411,8.685198711,8.218288717,8.440314338,8.410496102,8.435449776,9.344308918,8.374834635,8.697697541,8.545844272,7.867334429,8.27177638,8.848270773,8.163145422,8.015791902,7.784266425,8.831134862,8.261274339,9.419420998,8.23547226,8.051767041,8.277009385,8.011397401,8.381510176,8.778721161,7.933375645,8.435723431,8.328863781,8.63960563,9.421131524,8.093416077,8.325613076,8.915290549,8.538537097,9.035083583,8.769909069,8.075286865,7.730600969,8.175456992,8.191847274,8.390341704,8.00698573,9.010327805,9.396817219,8.706626723,8.688684897,8.51505525,8.058950946,7.656491264,8.355581655,8.195304753,8.630786947,8.760508077,7.768768018,8.160209776,8.868543893,8.147739118,8.823924147,8.250957629,9.066749709,8.536603114,8.369388813,8.467405865,8.121762834,7.988442698,8.527087917,8.289313716,8.026494586,8.46481656,9.401219872,8.923965299,9.312112382,8.847864602,8.153749609,8.743175268
10.42532231,10.86195849,10.48144691,10.6661616,10.0191418,10.31788365,9.866453421,10.18353405,9.771130219,9.960358965,10.65414633,10.7300404,10.46037654,10.38225301,10.06301348,10.08241601,10.64504777,10.29527548,10.95405658,10.36670874,10.6102344,10.68749001,10.40704553,10.09381254,10.36787731,10.11591623,10.26513068,10.47797378,10.03588374,10.35029865,9.930966955,10.97795472,10.43537122,9.78032482,10.07979053,10.51081597,10.18394624,10.62835738,9.636149749,10.29147238,10.37118861,9.713289968,10.00457862,10.1640552,10.58606694,10.21126233,10.65847434,10.53548535,10.10068933,10.37170276,10.10990798,10.57806792,10.25209068,10.6550765,10.52862779,10.74823237,10.06438256,9.626531549,9.455176593,9.9572966,10.04796101,10.95747488,10.22852811,10.37470914,9.959981978,10.48583234,10.25389239,10.21224788,10.32449816,10.05207315,10.29519303,9.562336946,10.2143091,10.27647892,10.16363349,10.44747182,10.2466365,10.12256357,9.979307361,10.17586542,9.927443578,10.20919986,9.967287657,9.823294717,10.65883985,9.835452946,10.0361292,10.47516533,10.00074175,10.37178557,9.950699149,10.48506806,10.52373779,9.656964397,10.26134233,10.65867466,10.08731561,10.250552,10.08347333,9.560621066,10.34709948,10.64097253,10.59824253,10.21530501,10.66380563,10.07608608,10.94454663,10.12000022,10.73474848,10.6034231,11.00534567,10.18200884,10.12304879,10.06249348,10.51932912,10.64122874,10.39048301,10.8230928,10.05871327,10.62265039,10.58698877,10.76864557,10.47582807,10.16487896,10.00499145,10.29175144,10.74379632,11.08004493,10.67648216,10.17453733,10.60753462,10.8223691,11.21209527,10.0639994,10.11807181,9.866777517,10.90493347,10.67815669,10.47624644,10.86227944,10.52418056,10.24849462,10.39988229,10.05001456,10.51240487,10.10610904,9.997472167,10.41870788,10.3875636,9.818470015,10.57607275,10.07590733,10.30403254,10.17057961,10.86748414,10.49074354,10.85808537,10.30488862,10.8576125,9.872168648,9.602174096,10.49033835,10.08674451,9.984554863,11.02645375,10.53795405,10.53734852,10.3556645,10.57515254,10.65834478,10.53668795,9.909396512,10.44167209,10.88348392,10.54335273,10.59563878,9.967082466,10.39233786,10.48700022,10.48149565,10.57498565,10.12558096,10.22847475,10.48046285,10.89749397,10.06198883,10.05159473,10.03570112,9.450906376,10.58481172,10.72449754,10.24746584
6.236703464,7.168222768,6.607291848,6.590647281,6.938374551,6.987359599,7.438470453,6.643025186,6.849618203,7.370339527,6.701217857,6.279268904,6.37963417,7.077695463,6.965004924,6.98870324,6.786853444,6.739163482,6.728945741,7.0240447,6.749940566,6.513543441,6.718777785,6.773361613,6.763529818,6.519984791,7.001814671,7.150250358,6.476066646,7.044311568,6.881569727,7.295768806,6.575253862,7.107123655,6.907106192,6.695511721,7.641473806,6.746669589,6.719301904,7.006424189,6.895335645,8.615248484,8.170038455,6.728239526,7.11593038,6.348789836,7.06515427,6.851081472,6.527051645,6.81255311,6.574931393,6.794607665,8.086005589,7.184912399,6.775777119,6.758083606,8.45902425,6.483360455,7.67128013,8.370157992,8.183000654,6.586115555,8.569007627,6.711921486,6.677458689,6.954542493,6.683929459,6.650406634,6.561862465,6.600443401,6.817874395,6.637268077,7.288652832,8.373819629,6.953864592,6.560232889,6.676440915,6.96889118,8.483452591,7.137376453,6.651104024,6.71281637,6.742687769,6.69720887,6.863437029,7.886853495,8.0160172,6.639694562,7.129612333,6.848683468,6.704656867,6.798350686,6.69532477,9.082941419,6.987578806,6.380540742,7.922147448,6.961256371,8.482552995,8.267131981,6.591880195,6.500692772,6.752305171,7.699311821,6.734608626,7.241894305,6.66707767,6.885308726,6.484741957,6.594989488,6.617671584,6.461630866,6.610284311,6.292509463,6.53549954,6.876355111,6.552579996,6.681767618,6.602847622,6.517909451,6.937092592,6.240097577,6.446442002,7.257401335,7.040373062,6.785155662,6.555392696,6.444825067,6.275106582,7.445275426,6.827637963,6.394126854,6.392680135,6.754340409,7.188596762,9.237022991,6.43925369,6.560763563,6.744150243,6.645202792,6.455268055,8.160651488,7.015770361,6.784615089,6.561848671,6.846598423,8.759777252,6.628569335,6.957524263,6.723920864,6.695096115,7.534512502,8.177318094,6.515168182,6.535020883,6.816299447,6.559486943,6.744727668,6.089360294,7.778129382,6.939543194,6.648623998,6.443184384,6.952558727,6.79888513,6.738302317,7.235578918,6.701984962,6.626111328,7.635984757,6.397234191,6.460748672,6.865354486,6.859279097,7.119329917,6.17415015,8.142659896,6.654514722,6.563370249,6.765292335,6.890153968,6.453675207,7.317458403,6.463312072,6.466289403,7.484141416,7.127811994,7.194826369,8.974871359,7.294516107,6.510278195,6.795566588
6.228783316,6.693449968,6.40740289,6.19936842,6.494189054,6.538745725,6.741871956,6.338714826,6.427839814,7.075253047,6.189036332,6.187479367,6.34044747,6.91615935,6.675694221,6.58993499,6.293777555,6.833976658,6.210153017,6.548323375,6.476484119,6.33611358,6.471380802,6.412487921,6.3419856,6.30573449,6.277152298,6.789316092,6.498552443,6.511564587,6.765796054,7.036439479,6.559736271,6.697689845,6.570874706,6.392022125,6.543295591,6.574470401,6.416928055,6.531578458,6.424095719,7.394433627,7.356471907,6.292936223,6.826948324,6.411619098,6.551087808,6.450049914,6.414628862,6.44151139,6.221063152,6.591083536,7.401096205,6.630173465,6.671960364,6.70529998,7.507146844,6.650716892,7.15418676,7.405173136,7.0132659,6.264619718,7.412416768,6.783317414,6.138827295,6.440088715,6.231055424,6.184639195,6.455662065,6.456020514,6.384508379,6.527671767,6.871494468,7.523190076,6.660932212,6.483305949,6.4496115,6.809284594,7.513942432,6.367420778,6.417412373,6.598424479,6.375208743,6.510344324,6.769642839,7.082764258,7.544867743,6.251240071,6.377447916,6.754084822,6.344284907,6.63930399,6.493177281,7.727911262,6.618751588,6.325710126,7.325576158,6.3767614,7.505572378,7.500945202,6.42818598,6.416095049,6.323140012,7.210679411,6.535775972,6.726008315,6.287498378,6.521717009,6.375781435,6.317290126,6.320352982,6.501441141,6.335107457,6.127191141,6.22054589,6.550172941,6.489071231,6.388427123,6.531211297,6.402062049,6.541993091,6.39342928,6.339449114,6.98984875,6.536278069,6.757221026,6.514710818,6.326556649,6.538214784,6.581614843,6.290697271,6.25737064,6.303209389,6.558408649,6.435003219,7.811469205,6.475308949,6.324802238,6.382568834,6.314855082,6.265130929,7.078845585,6.415653449,6.531447995,6.480673942,6.581894051,7.504347493,6.497086391,6.614093979,6.639777693,6.328135282,7.108318203,7.039920937,6.085632018,6.197323792,6.52153757,6.184202881,6.672661715,6.297149837,7.144297245,6.847335927,6.369476697,6.595983341,6.418674068,6.51878381,6.098056103,6.520840319,6.344768569,6.544437901,7.10456948,6.273142454,6.340643109,6.768321234,6.519855924,6.69708544,6.120742649,7.312962996,6.254039708,6.319517382,6.52755836,6.311834142,6.288929401,6.792796557,6.376492939,6.224731949,6.82803668,7.126490048,6.766053907,7.680248834,6.731418402,6.37293869,6.348789402
7.747085562,7.93427425,7.811717114,8.018663246,7.453639686,7.624785403,7.512173147,8.046474637,8.008399089,7.044072371,7.889669848,7.829398303,7.658496397,8.144887894,7.256580516,7.239496479,7.8718174,7.144327186,7.878365423,7.247610964,7.916608554,8.455924691,7.156382987,7.496959074,7.667901152,7.904890136,7.446615362,8.155791009,7.471436862,7.787963045,7.317429382,7.679673494,7.794497257,7.741542377,8.182554751,7.592314964,7.480581558,7.893665335,7.152491525,7.973859275,7.064737108,7.284916407,7.083146705,7.12649597,7.634322775,7.419299264,7.539665464,7.804416482,7.714678201,7.592170827,7.167941569,7.987759458,7.716278681,7.782739159,7.692966191,7.743258119,7.458104005,7.266269815,7.519572969,7.497312071,7.010980972,8.284450761,6.740540917,7.363112522,7.218383568,7.728658469,7.507502274,7.834511633,7.163546155,7.296610889,7.502058374,7.067975472,7.296593304,7.621226444,6.965551434,7.488079196,7.693996751,7.168701949,7.074294577,7.782244837,7.209333909,7.487593516,7.937166294,7.518713157,7.512197919,7.454765669,7.259168783,7.9837711,7.542789062,7.110017239,7.252431826,7.567356238,7.005038041,6.944819977,7.212043283,7.619901832,7.419835174,7.462498317,7.597713846,6.945671209,7.338875323,7.803800772,7.881560966,7.196848803,8.010206054,7.790944101,7.865871793,7.395786737,7.66833533,7.695141581,7.84987482,7.75529127,7.630466354,8.059644477,7.563699601,8.080544886,7.728695348,7.812222665,8.041259624,7.803872194,7.401761745,7.996555759,8.352409168,7.611373604,7.098825095,7.395140081,8.023598888,8.541599788,7.59642446,7.629040652,7.784733283,7.526203367,8.177337339,7.303362985,7.717479043,6.830898174,7.96962799,8.093635703,7.742687725,8.015512111,7.457782004,7.24585583,7.874736105,7.278265097,7.932435393,7.638444187,7.040740289,7.281166317,7.856437447,7.324147181,7.862760442,7.295240004,7.536385958,7.0899916,7.958017315,8.046200558,7.666331385,7.58321935,8.224280646,7.112079034,7.171691953,7.536738925,7.446350309,7.130575868,7.555464869,8.216799862,8.041515191,7.311002137,7.893948616,7.736318156,8.156649661,7.594353236,7.656506963,7.984107615,7.962049059,7.725719369,7.282257042,7.77818699,7.591736076,7.755260509,7.780596274,7.730124408,7.268656396,8.137847417,8.027997713,7.55955162,6.83328764,6.948530748,7.185244646,7.738572701,8.288054185,7.590671554
6.761736189,6.971201071,7.02793676,7.249142623,7.091343947,7.031128391,7.178024039,7.174552823,6.904829673,6.87574428,7.183689389,7.123611003,7.031024943,6.810402441,7.045317247,7.163252372,7.102429222,6.781780336,6.965041253,6.761356216,6.979951545,7.027810697,6.945464539,7.2707066,7.085548873,7.121931642,7.076649633,7.120164391,6.981346461,7.168623296,7.070018227,7.128894436,6.995567736,6.92012332,7.19449792,7.026318368,7.158307751,6.91872979,7.122434702,7.131386201,7.102470754,7.228412402,7.245831918,7.226846954,7.121650073,7.150584877,7.216183776,7.057824054,6.992521351,7.056355027,6.919503776,7.214957489,7.383876864,7.081354592,6.964357081,7.036275721,7.208426635,7.271821715,7.038627869,7.36043734,7.118061253,7.319941833,6.88775597,7.058294703,7.183647603,7.203694379,6.994149299,7.129485914,6.728827057,6.832371961,7.038134499,6.572698512,6.880136544,7.131209644,6.86555661,7.253992939,7.055600157,7.073383973,7.052369197,7.07492858,7.151635835,7.024697159,7.118436607,7.172705476,7.275559875,7.23258507,7.314986553,7.049201315,7.327913379,7.118026045,7.136386628,7.094933299,7.254763249,6.724583548,7.127766811,7.028988106,7.116291923,7.150631868,7.199452427,7.185954134,6.858804556,7.396075485,6.828346462,6.974643286,7.081991542,6.950404185,6.814754065,7.265112422,7.006194686,6.691925617,6.907693875,7.071971779,6.681973849,6.90419407,6.971432889,6.956713308,7.026388703,6.761062879,6.911272211,6.899627934,6.963994862,6.987911287,6.759174512,6.707624358,7.254913344,7.104435718,6.972014343,7.009852657,6.840915397,6.907525456,6.941651197,7.067517527,6.875037124,6.886849175,7.309115784,7.005162525,7.069710077,6.983802597,7.207955953,7.0579883,7.19485941,7.088427732,7.056699478,7.173319428,6.997909722,7.465486112,6.734831392,7.162244915,6.788357037,7.010388095,6.915092591,6.887148428,7.025507355,7.371896515,6.872854555,6.867651778,7.068871492,6.845442976,7.227211449,7.255154471,7.00850586,6.910567056,6.679704429,7.054446198,7.113149755,7.370976641,6.972116189,7.272291303,6.904622253,7.341793106,7.005976001,7.048930912,6.87347967,6.897113479,6.819001021,6.814262328,7.080236938,7.387669427,7.122193431,6.952297985,7.206550432,7.259388641,7.228588839,6.992112361,6.643631546,7.19300038,6.901370583,6.815949172,7.083381849,6.819409842,7.220820158,7.143583997
9.390417062,9.915546723,9.418752682,10.22780741,10.18851253,9.324896574,9.190135071,9.46138318,10.15365058,8.635631341,9.71269409,9.98943214,9.240989187,8.942344097,9.379632118,9.454173108,9.971082645,9.183219441,9.103165317,9.762744476,9.559654047,9.579246497,9.309273166,9.252722444,9.983922052,9.554038555,9.355618925,10.02021055,9.561991226,9.541902799,9.193237064,10.22249626,9.001577309,9.293719198,8.821151012,9.645435433,8.435430806,8.8668559,8.513728223,9.427333428,9.124198353,8.39284485,9.022180416,10.05519174,9.738925906,9.074557003,10.0866938,9.761987725,8.862074691,9.085009772,9.519202867,9.676201932,8.836433484,9.887334434,9.535180835,9.631993341,8.908385541,9.009477488,8.705606908,9.049931849,9.143312013,10.03369022,9.46851897,8.572205277,9.535210016,9.136217122,8.863583491,9.816395741,9.277163988,9.584194922,9.555226797,9.376577407,8.912757122,8.72167413,9.366128513,9.592990172,9.510766895,9.28063391,9.393766979,9.698938607,9.294347213,9.038811087,9.475530078,9.656121329,10.11060404,8.909443465,9.434285478,9.194283586,9.665128591,8.838623038,10.01819058,9.02065135,10.35335246,8.611802557,9.111287881,9.302028976,8.677134812,9.337933774,8.832565503,8.546032985,9.29533033,9.659253499,9.2280157,8.97808548,9.357440903,9.091924418,9.750219205,8.712994293,9.945277711,9.829223564,10.30914412,9.10588361,9.670826939,9.602399232,9.575747761,9.790665565,9.44500525,9.992882137,8.910503297,9.257208825,9.986307617,9.917676365,9.568999437,9.651615198,9.258273553,8.773640467,9.370810363,9.915849787,9.897422251,8.744698999,10.26340906,8.856389002,10.13149632,8.715895195,9.527737945,8.400030964,9.512445115,9.523147156,9.524334214,10.00922641,8.998068694,9.546336586,9.63821746,8.884655333,9.658715976,9.184162477,9.203822026,9.327507471,9.47841325,8.83347894,9.883602614,9.266059646,9.469379241,9.39104895,10.30143254,9.604176743,9.515251669,9.655696748,9.888520304,9.498790421,8.491724499,9.012277722,9.86617888,9.549450826,8.995435424,9.593740581,9.96299231,9.603454856,9.33424531,9.477304819,10.44541143,9.648482634,8.966762344,9.648720196,9.687789195,9.612714041,8.990194338,9.722902658,9.573734729,9.639458543,9.485024464,10.11757846,9.408526902,9.375614748,9.785073694,9.536835742,9.233795972,9.498620222,8.383169832,9.557678197,9.605174201,9.082074081
